epoch,train_loss,train_acc,val_loss,val_acc
1,0.3406732634558946,88.9938694554634,0.06272849556223631,98.15242494226328
2,0.0847481385875578,97.36747205192931,0.007574676168394516,99.88452655889145
3,0.06067145266743115,98.25459790840245,0.014957812862412281,99.65357967667437
4,0.050271065169028475,98.51424450054093,0.009484109068206558,99.5958429561201
5,0.04983423359334748,98.47818247385503,0.022375695242267814,99.13394919168591
